merchant_id,user_id,amount_spent,visits
1533,524437,10132,4
1533,525721,10409,14
1533,524431,21595,3
1533,526482,11357,6
1533,525838,26366,2
1533,524098,14987,10
1533,526551,10293,8
1533,525865,13556,4
1533,525622,11466,8
1533,388355,10389,11
1533,526591,15248,2
1533,525741,10540,11
1533,56486,10316,8
1533,299444,16455,3
1533,525874,11800,10
1533,384812,21399,1
1533,178473,10779,4
1533,524475,33415,7
1533,397364,10438,2
1533,525814,10525,2
1533,525980,12096,5
1533,524384,10116,3
1533,525337,10810,10
1533,526137,10941,7
1533,834701,42929,4
1533,525756,10020,12
1533,525517,10691,7
1533,525672,10676,17
1533,525693,10134,7
1533,526530,12322,6
1533,524927,10247,10
1533,229217,10114,14
1533,321530,10631,7
1533,212531,10816,10
1533,523949,20451,6
1533,525962,10798,6
1533,526023,11666,2
1533,293156,11141,4
1533,309584,11044,2
1533,525935,10442,1
1533,376565,12331,9
1533,526495,12974,7
1533,361976,13090,6
1533,525870,15511,2
1533,335020,10389,18
1533,524484,16826,17
1533,525635,14973,6
1533,525644,10941,2
1533,525788,12387,2
1533,526264,10500,2
1533,526464,12952,8
1533,524797,10756,6
1533,106551,20500,6
1533,285915,10745,8
1533,292809,10389,22
1533,525264,10315,4
1533,525724,12075,3
1533,525683,10031,2
1533,525833,11566,2
1533,525316,32204,4
1533,525735,10101,8
1533,524513,18086,1
1533,1346890,10105,3
1533,526094,10787,13
1533,525537,10590,2
1533,524047,14105,1
1533,526462,10518,2
1533,525425,14105,7
1533,525515,10395,6
1533,525732,10055,12
1533,526283,10365,7
1533,525525,12955,8
1533,525470,13611,8
1533,524461,12327,7
1533,525604,10123,10
1533,526564,10540,8
1533,419679,10186,13
1533,524699,11476,10
1533,185729,10021,15
1533,525480,12000,4
1533,525753,10392,4
1533,525417,10242,3
1533,523922,10597,9
1533,379120,10220,9
1533,294726,27580,3
1533,525410,11807,2
1533,524409,15960,1
1533,525970,12557,2
1533,523840,11340,1
1533,384876,10217,9
1533,179201,20641,1
1533,525620,10539,6
1533,526228,10726,2
1533,267472,11495,16
1533,523955,18649,2
1533,284247,10464,8
1533,525503,13597,4
1533,526521,21304,7
1533,526269,18317,5
1533,402304,20141,4
1533,303415,13838,6
1533,525898,11539,11
1533,526393,10571,1
1533,525608,12255,2
1533,525930,36954,2
1533,525643,10720,6
1533,526641,13222,3
1533,381073,10832,8
1533,380895,10956,8
1533,524926,10492,6
1533,526638,14093,5
1533,85222,11077,3
1533,526327,10181,8
1533,216444,10537,7
1533,525719,10160,6
1533,394433,10732,2
1533,400557,11038,14
1533,523942,21127,2
1533,525884,14108,7
1533,525905,10332,10
1533,315237,10124,8
1533,526460,10154,9
1533,525364,10320,9
1533,414745,10444,7
1533,525569,10149,3
1533,524185,38992,1
1533,525745,10344,10
1533,199042,17906,1
1533,525582,10331,10
1533,228960,10419,5
1533,218298,10130,9
1533,523804,10132,11
1533,525273,10327,6
1533,523954,11117,15
1533,58016,13178,3
1533,525265,10280,11
1533,525813,12832,14
1533,524379,12738,4
1533,251223,13066,15
1533,525808,10119,18
1533,309895,17268,2
1533,525587,12117,2
1533,525660,10991,8
1533,525848,15436,2
1533,394921,17400,2
1533,1346889,12084,7
1533,525510,18510,3
1533,525675,12179,9
1533,834690,29912,6
1533,525550,16281,3
1533,295536,13505,6
1533,525648,15106,11
1533,525890,16038,20
1533,525723,14049,8
1533,526605,11398,5
1533,1346886,11326,3
1533,525928,10055,9
1533,525840,35705,7
1533,525851,12364,2
1533,524451,12006,2
1533,381301,10817,9
1533,525642,12930,7
1533,525341,10574,6
1533,242558,12992,2
1533,525671,10034,7
1533,375245,10250,19
1533,525572,10130,12
1533,526062,12937,5
1533,525576,11987,1
1533,262374,10661,6
1533,525922,10821,4
1533,525422,10791,3
1533,212983,11302,8
1533,314674,11889,5
1533,525946,10075,2
1533,525674,10609,6
1533,526288,10033,8
1533,523962,36832,7
1533,525895,11278,10
1533,525342,10218,15
1533,525714,10058,10
1533,524796,10491,7
1533,525800,11655,9
1533,525877,15228,3
1533,403049,10009,13
1533,518936,10009,3
1533,525704,10717,9
1533,524006,18710,3
1533,526113,10449,21
1533,323265,10186,5
1533,92057,26041,7
1533,525314,13215,3
1533,156412,14760,4
1533,525453,10201,9
1533,526002,15902,8
1533,524416,12388,8
1533,526503,14423,1
1533,30978,12253,8
1533,298420,10873,5
1533,525973,10422,15
1533,526580,11483,7
1533,525471,13810,4
1533,525740,22951,8
1533,526210,10764,5
1533,403818,10710,2
1533,409621,13252,5
1533,525424,10418,9
1533,204553,10125,4
1533,317158,11720,13
1533,768975,29700,1
1533,524833,12262,11
1533,524052,14285,1
1533,524011,10320,9
1533,280749,12883,11
1533,524207,14065,6
1533,816333,17400,3
1533,755473,10855,9
1533,276746,16219,4
1533,5139,11372,8
1533,444407,10745,10
1533,642946,12452,9
1533,1158916,10312,6
1533,524911,10078,7
1533,189297,10954,13
1533,112789,14900,7
1533,526195,11416,6
1533,525596,10057,23
1533,525585,10587,10
1533,58385,10386,11
1533,525581,10407,5
1533,1346881,10280,11
1533,380361,11516,8
1533,205513,11910,3
1533,525937,10549,4
1533,428983,19312,3
1533,523948,13113,5
1533,423190,10254,15
1533,525483,11091,7
1533,525790,22050,1
1533,524508,11890,7
1533,524375,18046,3
1533,525752,32113,3
1533,524486,11740,7
1533,525761,18622,1
1533,85703,10712,6
1533,525883,50506,3
1533,526619,10061,4
1533,406141,24906,5
1533,525823,29799,4
1533,524903,15177,3
1533,525389,17062,10
1533,387308,10250,2
1533,295803,17610,3
1533,524814,11503,6
1533,524396,11232,1
1533,526497,10485,9
1533,526450,11100,7
1533,85279,10484,5
1533,295224,17426,1
1533,525853,10882,6
1533,526054,11600,2
1533,524051,10597,5
1533,525846,35698,6
1533,526532,13963,5
1533,525777,10122,3
1533,525760,14887,1
1533,524154,10769,5
1533,525536,13661,1
1533,85786,12259,7
1533,298198,11076,8
1533,526625,10458,7
1533,377856,10175,6
1533,526623,11270,5
1533,183496,10916,2
1533,525882,12469,2
1533,404801,13021,11
1533,525357,21786,3
1533,524419,10689,3
1533,525279,11314,2
1533,215127,11881,3
1533,381005,10537,2
1533,295288,34650,1
1533,524909,14700,1
1533,525330,10681,6
1533,392953,10920,8
1533,525589,12679,6
1533,85820,16200,1
1533,524413,12058,3
1533,373253,11503,3
1533,390969,18523,1
1533,525271,10368,5
1533,227825,11098,2
1533,525351,11031,4
1533,525295,10591,2
1533,526186,21279,2
1533,525667,10935,10
1533,524867,10857,2
1533,526271,10395,2
1533,525615,11183,6
1533,85839,11814,5
1533,525485,13348,2
1533,525551,41283,1
1533,525793,14207,1
1533,525523,11687,6
1533,525757,18504,4
1533,524391,13126,3
1533,525322,20841,2
1533,525764,13813,2
1533,320146,10668,4
1533,525664,10286,5
1533,525443,24650,1
1533,524400,26715,2
1533,134527,10760,3
1533,315816,11349,3
1533,525923,12915,1
1533,525521,12400,1
1533,525590,14490,1
1533,524490,17325,1
1533,330499,10218,1
1533,525659,27156,2
1533,525801,26638,3
1455,471164,10012,33
1216,256234,10360,40
1216,1128528,50000,1
1185,539603,10067,37
1185,423946,10470,18
1185,394907,18010,1
1343,421495,10887,29
1343,399498,11038,25
1343,399516,10864,21
1343,431452,10010,11
1343,590694,10325,27
1343,399502,11095,36
1343,421747,10332,16
1343,826175,10098,40
1343,822155,10148,43
1343,422229,10379,23
259,121254,10343,30
259,534002,10070,30
259,149524,10232,34
259,127539,10095,25
259,193493,10056,25
259,156460,10096,43
259,43612,509771,34
259,127791,10081,42
259,847785,10754,19
259,149913,10235,32
259,192703,10010,31
259,97591,10459,49
259,100697,10264,30
259,49185,10102,35
259,84867,10157,27
259,189864,10172,23
259,558132,10045,59
259,103420,10033,30
259,49836,10164,45
259,104462,10061,32
259,80665,10091,25
259,362263,10098,38
259,101188,10241,26
259,188381,10069,30
259,21206,10078,35
259,100415,10390,17
259,206126,10078,50
259,50056,10411,25
259,56782,10389,32
259,150548,10575,16
259,98647,10046,55
259,99044,10148,32
259,82055,10403,29
259,45658,10278,23
259,118964,10040,21
259,102690,10481,22
259,120509,10030,15
259,97036,10023,45
259,188659,10251,36
259,105944,10020,49
259,1014395,10273,26
259,520832,10328,16
259,363492,10126,35
259,102593,10598,18
259,42973,10249,32
259,363114,10075,62
259,122724,10003,41
259,102963,10076,16
259,44875,10039,15
259,103494,10195,34
259,143476,10088,63
259,123599,10044,18
259,100732,10035,47
259,55935,10012,27
259,104367,10145,16
259,634067,10093,76
259,104548,10049,29
259,237772,10603,19
259,51363,10058,68
259,137515,10086,16
259,101257,10184,37
259,564801,10276,32
259,100733,10162,21
259,100975,10114,24
259,397189,11655,9
259,104497,10001,51
259,43165,10147,42
259,97153,10020,63
259,175796,10388,7
259,134438,11373,5
259,114320,10281,23
259,83814,14730,3
259,83816,10615,4
1518,653212,3135,4
1518,706286,4432,5
1518,845297,3342,7
1518,654699,4001,5
1518,104480,3026,5
1518,654935,3967,3
1518,699741,3393,4
1518,669619,3163,6
1518,671209,3129,6
1518,667878,4340,3
1518,667495,3219,2
1518,666677,3293,6
1518,669880,3525,3
1518,668682,3007,3
1518,636247,3950,5
1518,129842,3314,5
1518,667744,3361,5
1518,670529,3706,8
1518,650166,3503,5
1518,669893,3386,3
1518,1328750,3455,5
1518,537482,3168,7
1518,669441,3649,1
1518,639880,3304,10
1518,667162,4190,3
1518,669786,3135,5
1518,742555,3036,7
1518,668820,3015,7
1518,670970,3692,4
1518,150283,3223,5
1518,667302,3100,6
1518,1433128,3295,7
1518,671071,3347,10
1518,671207,3925,4
1518,831709,3061,1
1518,667666,3854,2
1518,779329,3219,5
1518,847066,3003,5
1518,670938,4481,7
1518,656870,3892,10
1518,655865,5792,8
1518,667255,3083,5
1518,819893,3323,5
1518,669697,3760,4
1518,527402,3056,7
1518,670674,4821,6
1518,667270,3450,4
1518,659664,3309,7
1518,668549,3250,3
1518,658451,3393,8
1518,670503,3242,7
1518,1069142,3194,8
1518,668859,4783,4
1518,669587,3162,4
1518,945281,3320,5
1518,642282,4524,3
1518,670910,3050,4
1518,671004,3185,8
1518,1425165,3423,1
1518,797341,5692,3
1518,254932,3608,3
1518,671002,3907,3
1518,670818,3207,5
1518,515,3246,5
1518,646402,3041,9
1518,668992,3278,4
1518,658579,3019,3
1518,722297,3064,8
1518,648664,3303,5
1518,671128,3172,6
1518,670559,3282,3
1518,639197,3299,8
1518,653579,4001,3
1518,667915,3061,1
1518,670911,7210,1
1518,669482,3676,3
1518,579380,3342,6
1518,670061,3508,5
1518,634245,3204,5
1518,595554,3345,2
1518,696142,3450,6
1518,668857,3517,4
1518,526930,3156,4
1518,666837,3256,2
1518,670232,3340,3
1518,641834,3056,6
1518,643336,3205,4
1518,685806,3373,8
1518,987057,3077,1
1518,648723,3700,5
1518,670196,4006,4
1518,668905,3549,3
1518,666692,3076,6
1518,916002,3098,2
1518,1061430,3209,6
1518,670158,3592,4
1518,661701,3416,7
1518,671000,3182,3
1518,671196,3091,4
1518,671089,3069,6
1518,557433,4191,5
1518,658909,3398,4
1518,667074,3036,4
1518,670149,3991,5
1518,667795,3105,8
1518,669130,3057,4
1518,670187,6006,3
1518,669665,4605,4
1518,616117,3156,2
1518,662722,3621,4
1518,667318,5203,3
1518,667545,4358,5
1518,60972,3053,7
1518,691907,3256,3
1518,797223,3229,4
1518,666657,3225,4
1518,671072,3440,1
1518,731363,3442,7
1518,667625,3350,3
1518,595441,3286,4
1518,668178,3058,7
1518,653795,3623,2
1518,163074,3354,4
1518,670533,3215,9
1518,943671,3204,2
1518,369072,4353,3
1518,668342,3267,3
1518,22958,4825,3
1518,666744,5167,7
1518,663358,3428,4
1518,1029289,4127,1
1518,667784,4678,2
1518,737266,3362,2
1518,667947,4127,3
1518,668139,4883,1
1518,670906,4058,2
1518,669685,4265,4
1518,653360,3309,4
1518,19254,3590,3
1518,547725,4421,4
1518,667151,3502,3
1518,656412,3310,9
1518,639763,3635,4
1518,637846,3753,5
1518,655875,3189,2
1518,135268,3353,9
1518,668937,3166,2
1518,443568,3292,1
1518,670639,6510,1
1518,513724,3185,5
1518,668793,75747,1
1518,668372,3208,1
1503,1520317,10523,27
1182,229738,10
1182,55568,10
1182,636788,10
1275,329983,10320,25
1275,156587,10157,8
514,126879,16149,13
514,100246,15263,18
514,105207,15552,9
514,90947,15010,9
514,518721,15104,12
514,1521377,16530,8
514,123252,16782,10
514,163980,15705,12
514,155527,15788,12
514,152080,15757,10
514,1020500,15452,13
514,860158,16787,5
514,104812,15043,10
514,104129,18672,12
514,121646,15572,8
514,153160,16076,13
514,102759,16009,10
514,12283,15482,16
514,103415,15058,12
514,101076,16288,13
514,101088,15998,6
514,332998,16206,15
514,1537542,16007,9
514,125838,15271,36
514,91150,16405,10
514,227275,15755,17
514,91465,15624,10
514,100311,17214,6
514,202007,15310,14
514,95396,18311,7
514,248081,15291,17
514,102199,15203,6
514,968734,15010,18
514,123992,15100,6
514,90858,17769,11
514,126776,18413,7
514,247573,15283,10
514,133991,15802,9
514,13162,15940,6
514,103657,17001,11
514,89137,15672,9
514,119466,16041,24
514,95439,16111,8
514,363477,15172,10
514,82485,16146,6
514,97016,16259,7
514,37042,15734,18
514,160920,17921,12
514,100969,15274,17
514,53434,15142,15
514,89024,15599,10
514,100758,16344,11
514,396894,15235,14
514,322981,17529,6
514,97533,16145,11
514,95002,16054,17
514,208211,15016,27
514,155344,16669,5
514,92209,15323,12
514,357050,16350,21
514,83576,15153,19
514,91835,15404,11
514,200265,17491,8
514,202134,16459,6
514,105239,15852,7
514,98319,15717,14
514,98475,15713,7
514,103178,15750,9
514,126956,15962,7
514,120757,15403,11
514,353165,16935,9
514,359358,15039,7
514,38127,15285,8
514,344709,17855,15
514,121702,15561,9
514,540053,16063,12
514,557078,16502,8
514,331267,18368,4
514,692505,15389,11
514,135659,17534,10
514,123610,15072,11
514,14807,15092,6
514,98131,15642,7
514,119425,15371,12
514,151367,15942,9
514,97051,15661,14
514,38319,16127,13
514,151709,16043,11
514,54983,16484,6
514,120147,16534,7
514,357221,15682,13
514,118462,15669,10
514,338603,16734,2
514,134437,15121,9
514,103855,15743,14
514,619756,15985,8
514,22111,15206,10
514,151708,15104,9
514,106690,16098,6
514,40079,15151,14
514,99891,18466,5
514,55591,16123,10
514,90362,15567,11
514,118375,15668,14
514,35899,15892,9
514,90150,15470,9
514,220471,15834,10
514,187663,16540,7
514,102727,15102,8
514,115447,15653,10
514,134644,15055,10
514,354418,17224,6
514,799768,17091,8
514,137456,15017,6
514,119623,16323,9
514,29604,15639,15
514,107422,17923,6
514,90190,16580,8
514,619905,15097,4
514,255213,16391,9
514,91456,16734,8
514,353600,19334,5
514,117657,16047,11
514,160158,15475,8
514,149439,16384,8
514,90515,17091,8
514,134435,15964,11
514,89025,15642,6
514,102313,15904,6
514,178077,15040,22
514,192067,15497,11
514,153265,16855,7
514,35806,16548,11
514,596508,15406,3
514,207376,15528,14
514,91591,15599,9
514,96335,15282,5
514,103243,16291,12
514,150704,21973,11
514,103239,15756,8
514,90057,15323,17
514,134934,15754,15
514,101147,15450,18
514,503342,15331,7
514,92040,15925,8
514,441428,18491,6
514,203655,17415,4
514,982919,15506,4
514,107193,15071,10
514,123337,15802,7
514,103784,15713,11
514,90361,15157,9
514,225649,15387,12
514,90115,15489,11
514,226827,15653,10
514,92059,15022,13
514,151319,18038,5
514,82215,16323,21
514,177214,17934,7
514,430537,17280,3
514,189911,15019,5
514,151322,15819,5
514,21556,15247,11
514,45970,15135,20
514,150501,18190,2
514,151825,17823,6
514,283910,16670,6
514,122517,15372,18
514,331457,15153,32
514,91508,17990,11
514,241502,17161,7
514,205048,17166,11
514,84066,15027,15
514,120233,17888,8
514,91181,17551,7
514,503625,15096,8
514,219121,15449,15
514,107394,17231,9
514,158676,15259,10
514,82772,15794,11
514,95429,15141,14
760,686753,10
760,1163886,10
760,101880,10
760,216875,10
760,154799,10
760,100960,10
760,123971,10
760,89435,10
760,199508,10
760,98917,10
760,218234,10
760,150953,10
760,421775,10
760,99394,10
760,150939,10
760,189630,10
760,137434,10
760,179557,10
760,217215,10
760,143379,10
760,757775,10
760,100933,10
760,238401,10
760,243932,10
760,130634,10
760,397946,10
760,31269,10
760,557041,10
760,184364,10
760,123237,10
760,352687,10
760,53097,10
760,99382,10
760,102140,10
760,127350,10
760,221598,10
760,54637,10
760,106686,10
760,117639,10
760,183960,10
760,202112,10
760,182238,10
760,183451,10
760,391435,10
760,50833,10
760,122580,10
760,106940,10
760,579286,10
760,2332,10
760,100062,10
760,85655,10
760,177961,10
760,156380,10
760,17336,10
760,100570,10
760,101192,10
760,135660,10
760,98531,10
760,206495,10
760,123276,10
147,1538920,10000,4
147,1538917,10500,3
147,49714,10295,23
147,106893,10135,16
1176,522292,10025,29
1176,247767,10105,22
1176,445434,10045,20
1176,446324,10090,21
1176,534522,10055,28
1176,506539,10120,19
1510,696842,10075,24
1510,557050,10490,17
1535,526619,10635,12
1535,315068,10241,18
1535,525342,10105,21
1535,525472,10007,24
1535,524071,10928,8
1535,295765,10482,10
1535,526488,10717,29
1535,525922,10544,12
1535,525543,10189,30
1535,314844,12428,12
1535,525980,11043,15
1535,525678,10354,15
1535,523804,10190,2
1535,525797,10285,15
1535,523854,10905,8
1535,525722,16323,4
1535,525551,10070,6
1535,525708,16554,2
1535,1003380,10762,17
1535,525394,16194,5
1535,525541,10920,11
1535,526641,13884,6
1535,525580,10509,16
1535,526518,15628,3
1535,525733,10879,3
1535,317974,10245,8
1535,524171,10695,11
1535,525521,10358,15
1535,401422,10301,9
1535,525369,32153,3
1535,380426,10648,5
1535,526479,10359,12
1535,526085,11373,10
1535,287671,10294,11
1535,525436,15131,2
1535,526346,11646,11
1535,57941,10631,4
1535,376998,10808,13
1535,419679,11513,5
1535,18787,10527,3
1535,523914,10741,7
1535,525511,10040,8
1535,525904,10490,3
1535,525715,10187,17
1535,525637,16224,6
1535,155691,10059,11
1535,525358,24919,8
1535,317195,10272,9
1535,525717,10606,8
1535,180661,10324,16
1535,525569,16520,5
1535,380882,26036,3
1535,309895,17873,3
1535,526627,10200,4
1535,212531,10167,17
1535,401934,13409,5
1535,525379,12094,8
1535,525878,10176,2
1535,525721,11368,9
1535,525344,10135,9
1535,526124,10700,5
1535,525837,10676,7
1535,414745,10968,3
1535,525510,10128,12
1535,317158,10048,7
1535,375448,15123,3
1535,380728,12763,2
1535,189297,11926,5
1535,525289,10026,3
1535,526602,10246,7
1535,524833,10420,10
1535,524011,17109,8
1535,1158916,10175,1
1535,642946,22799,1
1535,112789,10038,7
1535,525596,11081,7
1535,525610,41055,1
1535,205513,11327,7
1535,525714,10412,6
1535,85839,19971,3
1535,525938,11127,7
1535,526483,10839,4
1535,525524,11146,6
1535,85007,17330,2
1535,298600,10885,9
1535,525736,15521,4
1535,525959,27064,3
1535,526022,11475,8
1535,401995,10821,2
1535,525656,10778,6
1535,525884,10591,5
1535,296086,14490,1
1535,525378,11866,3
1535,526142,11265,2
1535,525523,10284,4
1535,525404,10049,5
1535,378722,11708,1
1535,525410,10937,4
1535,526195,11144,10
1535,404825,14407,5
1535,379474,11198,4
1535,525546,11563,7
1535,525611,11865,2
1535,380895,10198,4
1535,314947,14079,4
1535,381301,10479,3
1535,380764,11252,2
1535,526275,18535,2
1535,525779,22978,4
864,1368337,10
864,53891,10
864,1170,10
864,361814,10
864,526802,10
864,1368224,10
864,1368809,10
864,120301,10
864,46276,10
864,110216,10
864,113882,10
1288,423842,10090,26
1288,522630,10410,15
1288,564201,10150,32
1288,735856,10360,23
1288,501033,10340,37
1393,1072077,10045,29
1393,827635,10440,27
1393,739506,10535,4
1393,735810,10000,35
331,105076,14130,10
331,105674,10620,3
1421,517066,5085,25
1421,439537,5321,11
1421,439860,5188,18
1421,687582,5171,30
1421,367407,5002,23
1421,799161,5278,17
1421,446569,5377,34
1421,435050,5242,12
1421,439438,5122,24
1421,624853,5031,32
1421,20842,5266,12
1421,435077,5081,26
1421,1351777,5384,20
1421,439820,5072,17
1421,439718,6782,13
1421,434943,5086,14
1421,439605,5437,12
1421,523366,5099,10
1421,359222,5005,16
1421,434992,5312,18
1421,1352686,5608,13
1421,839751,5343,15
1421,439876,5175,14
1421,698530,5275,17
1421,504725,5252,21
1421,439391,5017,11
1421,439719,5210,23
1421,439404,5015,15
1421,199947,5659,15
1421,445419,5008,30
1421,438938,5029,19
1421,637756,5192,12
1421,439782,5147,12
1421,627644,5057,20
1421,547368,5257,14
1421,785453,5994,20
1421,439536,5049,23
1421,208131,5418,16
1421,503867,5186,26
1421,821756,5172,19
1421,437639,5241,24
1421,439306,5024,21
1421,447064,5108,26
1421,515975,5424,21
1421,635052,5494,14
1421,714967,5477,15
1421,439300,5111,30
1421,439709,5011,24
1421,715149,5166,22
1421,439466,5375,18
1421,711660,5120,19
1421,439425,5310,10
1421,579689,5068,20
1421,7952,5016,34
1421,245923,5444,12
1421,175675,5106,39
1421,439865,5195,17
1421,435492,5096,17
1421,367490,5111,11
1421,6885,5038,34
1421,672944,5211,25
1421,700964,5019,15
1421,604106,5789,8
1421,435016,5062,19
1421,369096,5127,30
1421,6886,5007,31
1421,709573,5076,7
1421,550067,5289,8
1421,521621,5135,18
1421,656656,5052,19
1421,517887,5057,30
1421,439408,5154,29
1421,548022,5188,20
1421,446930,5116,20
1421,8000,5070,15
1421,204632,5217,18
1421,434821,5157,14
1421,589464,5476,17
1421,438366,5250,23
995,425251,37500,2
995,538675,10050,13
995,441896,16250,3
995,582959,13011,6
995,837975,13160,2
995,962259,20000,1
995,925040,50512,3
995,783248,50000,1
995,336486,10781,12
38,23227,10011,28
38,16500,44316,2
38,375200,39380,3
38,14538,13765,10
38,33175,10098,34
38,1416228,12087,2
38,4347,10076,37
38,686,10026,43
38,685394,10006,47
38,11285,10743,6
38,657,10005,38
38,19173,10026,39
38,5626,10151,45
38,53798,10280,15
38,10743,10038,43
38,560,10129,26
38,4020,10168,38
38,17018,10177,57
38,1091,10000,50
161,566598,10189,20
161,618005,10330,24
161,56374,11000,9
866,1089852,5259,17
866,124476,5269,8
866,505735,5887,3
866,123533,5052,14
866,192653,5493,3
866,1233347,6586,2
866,710255,5758,7
866,207346,5064,8
866,126225,5811,5
866,821515,5586,3
866,1003241,9760,2
866,31167,5483,10
866,659871,7855,1
866,114042,99999,1
866,121728,7006,6
866,834355,5260,6
866,786328,6090,5
866,38683,5523,8
866,532903,5000,1
866,340150,6324,3
866,164426,6328,5
866,115470,5347,6
866,115443,5112,6
866,43867,5151,4
866,118584,5080,3
866,114043,20000,1
866,576883,5371,9
866,114663,5043,8
866,123215,6704,6
866,532714,14725,2
866,355882,5429,3
866,519796,5453,3
866,357378,7096,2
866,149072,5948,7
866,161570,5505,14
197,54507,10230,17
197,30032,10080,16
197,44353,10040,27
197,120843,10245,24
197,31027,10045,19
197,134706,10477,13
197,556623,10110,12
197,422927,10120,33
197,33642,10142,11
197,36105,10610,20
197,29370,10040,24
197,29920,10042,18
197,425550,10890,5
197,30634,10500,27
197,29357,10925,18
197,54580,10535,12
197,32140,11390,17
197,252379,10692,5
197,38842,10995,11
197,44988,10715,8
197,30734,10365,21
197,29713,10545,15
197,1067967,20000,1
197,57423,10490,12
197,34245,10680,7
197,252906,11620,19
197,151304,10292,16
197,54599,11600,3
197,50153,10091,14
197,357737,50000,1
197,104764,50000,1
197,29294,10768,15
197,29504,10091,23
197,30005,10084,24
197,28862,10917,10
197,80790,10010,14
197,29411,10100,13
197,63497,10110,16
149,20415,10075,49
149,52379,10330,6
149,48546,10010,52
149,45504,10550,11
149,523111,10110,26
1178,582338,10075,28
1178,330050,10080,51
1178,425455,10505,15
1178,527839,10235,45
1178,599523,10332,24
1178,515995,10085,32
1178,527094,10175,11
1011,336126,10158,31
1011,155493,12015,17
1551,539116,10371,52
1551,539884,10158,75
1551,537429,10354,33
1551,537488,10030,71
1551,990584,10224,42
1551,545995,10141,29
1551,584897,10070,67
1551,537108,10071,67
1551,619523,10121,65
1551,553656,12362,26
1551,514656,10082,36
1551,555730,11153,8
1551,27498,10089,79
1551,616694,10471,37
1440,444462,5129,24
1440,542364,5741,16
1440,518503,5136,11
1440,658506,5362,6
1440,446186,5341,13
1440,502958,5046,6
1440,641366,5348,7
1440,501115,5021,16
1440,962293,5147,8
1440,543935,5303,13
1440,562689,6197,8
1440,554232,5453,9
1440,515155,5628,2
1440,445337,5608,10
1440,553012,5273,14
1440,732102,5065,10
1440,444592,7146,4
1440,504482,5159,16
1440,575115,7259,12
1440,544509,5273,14
1440,446153,6176,7
1440,442101,5053,13
1440,518412,5045,15
1440,519351,5162,18
1440,519414,7266,7
1440,543045,6216,3
1440,504147,5471,4
1440,542809,5449,6
1440,454578,5031,10
1440,629626,5074,11
1440,501019,5231,13
1440,633636,5985,1
1440,543564,5256,10
1440,442838,5397,14
1440,863852,5267,6
1440,624819,5127,12
1440,520732,8411,3
1440,501830,5328,8
1440,446432,5213,9
1440,448309,5091,25
1440,647989,5177,9
1440,544556,5104,6
1440,543363,5492,18
1440,444762,5048,21
1440,1018145,5335,8
1440,448239,8507,4
1440,501053,5422,14
1440,520914,5692,9
1440,446496,5053,12
1440,588792,5189,4
1440,602627,6445,4
1440,688303,9051,2
1440,543709,8141,5
1440,1318034,5629,2
1440,446173,5246,8
1440,441851,5157,16
1440,500873,6209,4
1440,1011081,7504,4
1440,656206,5560,4
1440,445559,5112,9
1440,929713,6743,5
1440,444983,5678,10
1440,629511,5961,5
1440,603866,5037,6
1440,539278,5130,7
1440,518538,5096,13
1440,635077,5294,10
1440,442062,6774,8
1440,582586,5378,7
1440,547681,5037,14
1440,519343,5294,11
1440,442052,6011,11
1440,518402,5167,9
1440,454656,6744,8
1440,500913,7592,1
1440,585794,6137,8
1440,780057,6085,3
1440,654680,5149,9
1440,519500,5287,8
1440,582808,5282,18
1440,503324,5366,2
1440,442856,5327,11
1440,506113,5067,9
1440,651353,5036,10
1440,789248,5051,15
1440,544690,5271,15
1440,697560,5728,7
1440,634968,5601,7
1440,705716,6050,4
1440,446359,5144,22
1440,561917,5535,10
1440,516342,5475,11
1440,448439,5440,13
1440,446861,5278,6
1440,522384,5172,8
1440,551502,5244,11
1440,443219,5150,3
1440,583361,5319,9
1440,920988,5503,6
1440,636211,5064,14
1440,516252,6664,10
1440,544963,5378,8
1440,518181,5186,14
1440,824311,5470,3
1440,636774,7733,2
1440,635116,5219,8
1440,442161,5577,6
1440,522392,5549,12
1440,514808,5200,9
1440,504383,5403,9
1440,443712,5351,11
1440,502994,5062,22
1440,516716,5036,8
1440,629547,5059,15
1440,633155,5323,8
1440,555966,6279,4
1440,444059,5046,3
1440,444511,5455,9
1440,446876,5261,11
1440,445455,5271,7
1440,627984,5194,18
1440,912767,5870,5
1440,558326,6737,2
1440,506099,5089,23
1440,632826,5115,6
1440,723596,5949,2
1440,442081,5053,4
1440,814006,5443,6
1440,576795,5488,11
1440,445052,9884,6
1440,544216,6227,2
1440,558309,6078,8
1440,575317,5449,3
1440,544353,5287,7
1440,442091,8862,7
1440,628101,6227,4
1440,516991,5245,16
1440,534421,6216,1
1440,522060,6973,7
1440,655198,5959,2
1440,515466,6180,13
1440,441824,5229,2
1440,799624,5544,1
1440,619672,5440,8
1440,543752,5064,10
1440,448262,6164,1
1440,505384,5660,4
1440,539797,6313,8
1440,517159,5163,4
1440,620608,5571,13
1440,629447,5418,1
1440,824307,5511,7
1440,505386,9957,3
1440,683684,5231,8
1440,626518,5584,19
1440,585777,5368,3
1440,555352,5396,12
1440,579662,5151,7
1440,514883,5396,9
1440,928936,6975,2
1440,515589,5105,4
1440,520892,5413,14
1440,596205,5258,2
1440,504102,5121,28
1440,447311,5170,3
